Vendor_ID,Vendor_Name,Vendor_Category,Years_In_Business,Total_Orders,Delivered_Orders,Returned_Orders,Delayed_Orders,Disputed_Orders,Avg_Delivery_Days,Rating,Product_Quality_Score,Response_Time_Hours,Refund_Rate,Contract_Value,Risk_Level
V5988,Vendor_649_Inc,Machinery,4,1818,383,166,89,159,16,4.65,7.0,71.0,0.0396,460658.0,
V7179,Vendor_696_Co,Food & Beverage,18,3391,158,16,88,32,3,3.69,4.0,31.0,0.0538,-1000.0,YES
V3915,Vendor_202_LLC,Chemicals,1,1863,898,413,5,175,12,3.16,7.0,38.0,0.1987,109497.0,1
V2883,Vendor_440_Ltd,Food & Beverage,10,4276,2246,1642,1036,55,14,4.91,3.0,15.0,0.18,366937.0,low
V1344,Vendor_830_Inc,Automotive,7,3404,1403,135,1168,86,26,2.16,3.0,38.0,0.0268,,1
V4541,Vendor_444_Corp,Automotive,14,251,101,96,31,91,5,4.14,5.0,60.0,0.2416,427789.0,High Risk
V5008,Vendor_999_LLC,Electronics,20,2944,921,359,650,400,17,4.12,1.0,2.0,0.0558,396840.0,high
V7202,Vendor_893_Co,Automotive,19,4278,3276,1900,2455,1230,9,3.53,9.0,9.0,0.1402,471906.0,YES
V1155,Vendor_441_Co,Raw Materials,4,1397,731,195,305,426,29,3.77,3.0,29.0,0.2171,57781.0,1
V6854,Vendor_589_Co,Packaging,19,735,564,39,370,168,19,2.18,1.0,37.0,0.2775,251847.0,Low Risk
V8121,Vendor_357_Inc,IT Hardware,26,452,330,186,145,107,29,4.28,1.0,14.0,0.2221,485893.0,High Risk
V4709,Vendor_464_Co,Food & Beverage,12,1175,573,112,174,447,6,2.41,9.0,30.0,0.0447,399870.0,Low Risk
V5728,Vendor_951_Co,Office Supplies,8,2288,1397,237,1227,771,24,2.07,7.0,9.0,0.255,496245.0,Low Risk
V4310,Vendor_573_Co,Machinery,3,4153,2426,2418,1511,1381,1,4.19,3.0,9.0,0.2416,390142.0,SAFE
V9959,Vendor_890_Co,Chemicals,16,2427,151,71,83,113,-1,2.77,4.0,46.0,0.022,8026.0,0
V6726,Vendor_445_Inc,Food & Beverage,12,27,0,0,0,0,7,4.44,10.0,56.0,0.2415,415136.0,NO
V4546,Vendor_230_LLC,Machinery,19,1710,292,213,223,151,9,4.68,2.0,17.0,0.0303,377753.0,High Risk
V6677,Vendor_567_Ltd,Automotive,14,2447,2319,1157,1636,810,23,4.87,3.0,10.0,0.0713,490875.0,0
V7267,Vendor_734_LLC,Food & Beverage,30,1485,348,89,40,312,19,2.43,8.0,33.0,0.1379,350616.0,0
V6469,Vendor_583_Ltd,Chemicals,24,4513,1047,26,500,772,10,4.47,10.0,16.0,0.2881,477020.0,
V2888,Vendor_819_Ltd,Chemicals,10,4544,4349,2816,3485,2709,9,2.69,4.0,41.0,0.0359,281947.0,
V9692,Vendor_109_Inc,Office Supplies,11,109,14,8,10,4,30,2.73,8.0,28.0,0.0566,,low
V8033,Vendor_884_Inc,Machinery,17,292,153,149,26,44,9,4.27,1.0,72.0,0.0294,420870.0,0
V3731,Vendor_739_Inc,IT Hardware,14,3838,121,19,79,74,14,N/A,1.0,37.0,,258297.0,1
V6308,Vendor_527_Corp,Machinery,22,2960,341,266,218,318,10,2.82,9.0,70.0,0.0684,344814.0,1
V7324,Vendor_771_Ltd,Machinery,8,4602,3619,37,941,2343,5,3.2,3.0,3.0,0.1113,193162.0,high
V8379,Vendor_541_Ltd,Chemicals,20,4811,1810,703,61,345,24,4.37,7.0,39.0,0.0372,82193.0,
V6667,Vendor_157_Ltd,IT Hardware,7,61,36,33,21,17,26,3.02,,52.0,0.0721,109504.0,High Risk
V5929,Vendor_139_Ltd,Office Supplies,26,3466,2288,1641,1532,675,25,2.38,6.0,45.0,0.1834,229688.0,low
V7550,Vendor_778_Ltd,Textiles,11,53,49,9,45,24,9,2.68,9.0,42.0,0.0569,267125.0,0
V9181,Vendor_175_Co,Office Supplies,21,2991,1514,1163,285,279,1,3.41,5.0,11.0,0.2012,154928.0,YES
V6511,Vendor_669_LLC,Chemicals,12,414,28,10,9,11,12,3.87,6.0,47.0,0.2771,421174.0,0
V7823,Vendor_705_Ltd,Food & Beverage,18,2667,571,393,458,81,24,4.4,2.0,64.0,0.117,382745.0,YES
V1621,Vendor_192_Corp,Machinery,20,4042,2220,1265,719,2008,8,2.06,8.0,1.0,0.0995,322983.0,1
V7309,Vendor_716_LLC,Raw Materials,4,749,687,141,499,303,18,4.02,9.0,19.0,0.0841,320056.0,NO
V2874,Vendor_677_LLC,Food & Beverage,23,1258,488,64,242,342,9,4.3,3.0,15.0,0.2333,86860.0,High
V9306,Vendor_894_Co,Chemicals,5,3094,1932,1240,1349,369,23,2.97,10.0,45.0,0.1753,436099.0,high
V2304,Vendor_714_Corp,Chemicals,17,3048,97,4,43,9,26,2.42,6.0,62.0,0.0078,,YES
V1827,Vendor_493_LLC,Raw Materials,15,2947,1183,584,1122,441,8,3.97,,22.0,0.2066,123810.0,0
V7539,Vendor_797_Corp,Office Supplies,4,3275,324,77,121,303,30,3.89,10.0,4.0,0.1896,175975.0,NO
V2546,Vendor_320_Corp,Raw Materials,23,4554,250,47,132,42,10,4.52,3.0,40.0,0.1887,449662.0,1
V4153,Vendor_210_Corp,Electronics,20,222,116,66,42,75,23,2.2,4.0,17.0,0.1912,135367.0,Low
V8361,Vendor_556_Corp,Raw Materials,8,623,241,18,17,2,20,2.25,2.0,32.0,0.2853,479146.0,YES
V7803,Vendor_257_Co,Machinery,13,1785,1055,306,350,337,25,3.02,9.0,30.0,0.245,378265.0,Low Risk
V1598,Vendor_598_Co,Food & Beverage,29,534,355,143,221,193,18,2.79,6.0,41.0,0.0623,304104.0,NO
V6945,Vendor_498_Inc,Textiles,7,4379,731,185,722,585,12,3.75,3.0,28.0,0.2053,434410.0,
V8771,Vendor_414_LLC,Packaging,12,2046,1963,1756,1090,257,4,,7.0,6.0,0.1722,362802.0,High Risk
V2037,Vendor_161_LLC,Packaging,12,2993,1036,414,575,629,18,4.4,7.0,17.0,0.0992,423683.0,Low
V1251,Vendor_270_Corp,Machinery,20,2414,603,359,144,128,21,4.51,3.0,4.0,0.1417,217767.0,High
V3522,Vendor_610_Inc,Automotive,23,1850,1723,232,945,240,9,3.25,8.0,61.0,0.0731,290021.0,0
V6175,Vendor_229_Ltd,Electronics,12,3890,512,131,204,86,23,4.98,10.0,37.0,0.1641,165097.0,low
V2978,Vendor_959_Corp,Automotive,12,837,346,266,345,174,17,2.24,2.0,7.0,0.0281,202316.0,0
V5981,Vendor_320_Ltd,Packaging,23,971,621,244,200,310,19,4.91,6.0,29.0,,221924.0,
V9558,Vendor_218_Corp,,30,309,235,99,182,221,2,4.06,10.0,12.0,,467189.0,0
V8081,Vendor_976_Ltd,Machinery,5,828,738,276,241,568,26,4.88,3.0,61.0,0.2417,93593.0,high
V6780,Vendor_229_LLC,Machinery,23,4691,1070,94,244,316,5,4.91,8.0,1.0,0.2494,302648.0,YES
V4724,Vendor_534_Inc,Packaging,30,1220,223,151,217,41,1,3.15,3.0,43.0,0.2649,284605.0,High Risk
V6770,Vendor_273_LLC,Automotive,16,4028,1887,344,1500,1628,6,4.75,9.0,8.0,0.1572,440913.0,1
V3415,Vendor_747_Co,Automotive,3,605,116,106,16,77,1,2.81,4.0,71.0,0.189,171133.0,YES
V2767,Vendor_151_LLC,Textiles,20,2720,1024,413,733,227,7,3.72,6.0,27.0,0.0705,26855.0,High Risk
V9858,Vendor_366_Inc,Automotive,23,1158,250,17,17,59,2,2.81,3.0,52.0,0.0693,423802.0,High Risk
V6121,Vendor_522_Ltd,Office Supplies,18,2924,365,184,86,365,17,2.95,3.0,46.0,0.2975,404314.0,0
V3222,Vendor_320_Inc,Office Supplies,24,3536,814,701,675,295,9,3.82,8.0,15.0,0.0133,147167.0,1
V1024,Vendor_912_Ltd,Raw Materials,13,4144,1979,564,1172,878,24,2.83,9.0,28.0,,106482.0,0
V6774,Vendor_181_Inc,Textiles,6,3233,1474,919,1269,687,7,3.69,1.0,5.0,0.1623,175748.0,
V9629,Vendor_130_Inc,Textiles,12,504,96,24,39,19,23,3.67,7.0,35.0,0.2292,12524.0,SAFE
V1420,Vendor_554_Co,Textiles,28,4515,0,0,0,0,5,,6.0,9.0,0.2769,464918.0,0
V2941,Vendor_790_Co,Textiles,19,1433,1049,621,709,943,22,4.94,10.0,66.0,0.2916,224986.0,NO
V4335,Vendor_455_Inc,IT Hardware,10,2207,2028,421,350,1609,24,2.01,3.0,65.0,0.2723,327169.0,low
V7447,Vendor_317_Corp,Automotive,1,2836,2704,2646,536,1307,2,4.72,1.0,31.0,0.2072,58540.0,0
V4533,Vendor_926_LLC,Office Supplies,17,3803,322,320,47,118,17,4.98,10.0,67.0,0.2791,179999.0,low
V1393,Vendor_173_LLC,Chemicals,28,2598,2463,2444,994,145,21,2.24,1.0,45.0,0.2213,283509.0,0
V5169,Vendor_956_Corp,Electronics,30,2683,2186,606,1900,932,26,3.85,6.0,10.0,0.2588,31128.0,Low Risk
V2765,Vendor_284_LLC,Textiles,21,4042,3641,3065,300,130,4,3.23,5.0,1.0,0.131,395561.0,1
V5340,Vendor_308_Co,Office Supplies,6,4597,3027,96,1600,639,27,3.71,7.0,70.0,0.2553,485680.0,
V3874,Vendor_627_Ltd,Raw Materials,27,1801,1066,660,206,869,11,4.8,2.0,12.0,0.2308,375197.0,high risk
V3343,Vendor_489_Corp,Packaging,14,4040,779,568,367,183,30,4.34,1.0,60.0,0.0935,486002.0,YES
V5741,Vendor_362_Co,Machinery,18,2115,1957,91,1714,1837,1,4.51,8.0,32.0,0.1284,88581.0,
V5934,Vendor_547_Inc,Electronics,6,1144,149,33,147,28,5,4.36,5.0,64.0,0.1384,450330.0,NO
V5569,Vendor_637_Inc,Raw Materials,6,373,91,33,51,73,7,2.42,3.0,24.0,0.0684,-1000.0,SAFE
V2843,Vendor_925_Inc,IT Hardware,29,2620,547,85,83,140,10,4.36,4.0,25.0,0.0742,57249.0,
V3222,Vendor_317_LLC,Packaging,22,2670,691,188,527,654,7,4.49,9.0,42.0,0.2176,432944.0,NO
V2855,Vendor_968_Co,Electronics,6,2852,2008,1062,144,583,26,2.11,5.0,,0.1006,69347.0,low
V8614,Vendor_102_Co,Office Supplies,7,4896,2517,1669,1362,1013,24,3.53,8.0,67.0,0.2466,422503.0,0
V2617,Vendor_950_Co,Textiles,7,2434,17,14,6,2,4,4.2,8.0,14.0,,454927.0,Low Risk
V9446,Vendor_269_Co,Chemicals,17,2470,2097,2012,1322,1173,27,3.32,3.0,54.0,0.2328,413065.0,High
V2361,Vendor_795_LLC,Office Supplies,5,4917,2857,496,284,894,15,4.16,7.0,13.0,0.1053,134415.0,
V8885,Vendor_443_Co,Automotive,6,2958,1842,585,438,1820,10,TBD,2.0,28.0,0.0436,283431.0,
V1862,Vendor_860_Corp,Electronics,27,2756,560,447,21,215,29,3.52,5.0,35.0,0.0837,358475.0,
V6178,Vendor_954_Co,Chemicals,13,4296,3123,1772,2392,169,19,4.77,10.0,68.0,0.2284,93066.0,High Risk
V6266,Vendor_805_Co,IT Hardware,14,3383,1275,691,308,74,28,2.02,4.0,72.0,0.2384,287045.0,low
V8512,Vendor_220_Corp,Textiles,22,854,688,503,264,196,3,2.31,5.0,26.0,0.0612,312800.0,1
V4925,Vendor_900_Co,Textiles,15,1166,84,8,82,52,20,2.03,1.0,29.0,0.1006,427297.0,YES
V3438,Vendor_768_Corp,Electronics,22,4690,2052,1826,76,2038,13,2.8,6.0,51.0,0.1724,271209.0,NO
V9426,Vendor_941_Ltd,Machinery,5,851,802,289,611,128,16,4.1,3.0,27.0,0.0299,135445.0,YES
V7957,Vendor_189_Corp,Packaging,29,85,14,3,14,13,2,4.59,7.0,40.0,0.1332,187104.0,high
V8110,Vendor_425_LLC,Machinery,25,1924,545,369,482,281,30,2.48,9.0,5.0,0.0533,183337.0,No
V8966,Vendor_157_Ltd,Office Supplies,29,4325,3733,2487,3081,2614,9,3.47,9.0,58.0,0.1761,272004.0,1
V8060,Vendor_862_Ltd,IT Hardware,20,3146,604,478,491,43,20,4.17,6.0,11.0,0.1011,150799.0,0
V6147,Vendor_466_LLC,Machinery,12,1670,929,237,91,135,30,4.88,2.0,60.0,0.1634,42497.0,low
V7644,Vendor_331_Corp,Chemicals,29,1566,1200,903,1083,1045,1,3.39,2.0,65.0,0.1502,275867.0,high
V1166,Vendor_339_Ltd,Chemicals,17,54,34,30,8,16,25,4.71,1.0,22.0,0.1994,187144.0,YES
V1891,Vendor_636_Co,Raw Materials,6,1617,865,848,474,287,22,4.31,6.0,35.0,0.2424,361748.0,low
V1975,Vendor_476_Co,Textiles,14,235,207,48,59,144,22,3.3,10.0,33.0,0.0463,301919.0,High
V4857,Vendor_991_Co,Automotive,6,1489,855,21,381,199,27,,10.0,56.0,0.1765,198743.0,NO
V5940,Vendor_144_Co,Machinery,14,3421,331,215,212,286,365,4.24,,33.0,0.1222,8419.0,Low
V8823,Vendor_500_Ltd,Machinery,25,1970,1279,55,1163,369,14,2.06,9.0,54.0,0.0686,422684.0,1
V2148,Vendor_653_LLC,Electronics,13,4029,1958,893,827,1728,23,4.45,8.0,16.0,,491231.0,Low
V7367,Vendor_496_Ltd,Chemicals,25,3316,2340,1142,495,964,18,Unknown,9.0,51.0,0.1808,5276.0,High Risk
V9237,Vendor_601_Corp,Chemicals,3,701,467,350,128,335,26,3.58,8.0,57.0,0.1636,200856.0,1
V4441,Vendor_952_Co,Chemicals,18,2241,1471,1333,565,132,19,3.16,9.0,65.0,0.2143,79652.0,Low Risk
V4891,Vendor_554_Co,Chemicals,25,1366,896,44,420,373,24,4.35,4.0,69.0,0.0718,424951.0,
V4171,Vendor_370_LLC,Electronics,9,4417,36,18,20,13,20,4.45,3.0,4.0,0.2363,445941.0,0
V8899,Vendor_776_Co,Packaging,28,2614,923,74,672,198,13,2.29,1.0,64.0,0.1471,103996.0,YES
V8319,Vendor_710_Inc,Electronics,5,4163,1246,282,455,1051,29,3.17,1.0,68.0,0.104,466170.0,
V7431,Vendor_995_Co,Office Supplies,16,161,22,2,16,13,6,TBD,5.0,6.0,0.0239,268037.0,High Risk
V7956,Vendor_317_Inc,Electronics,24,3985,3576,2662,985,1972,5,2.75,2.0,64.0,0.2351,410754.0,High Risk
V3476,Vendor_329_LLC,Automotive,5,2102,917,515,722,136,30,4.72,4.0,,0.0714,268289.0,1
V3824,Vendor_308_Corp,Chemicals,5,175,24,18,13,5,4,2.3,3.0,43.0,0.0725,142884.0,
V8145,Vendor_928_LLC,Office Supplies,3,1793,606,184,114,144,7,2.55,5.0,9.0,0.0136,86508.0,Low Risk
V9225,Vendor_789_Corp,Office Supplies,8,2630,1111,159,763,244,26,3.55,1.0,52.0,0.0207,244843.0,High
V4423,Vendor_708_LLC,IT Hardware,16,2666,2065,1492,1334,1817,9,2.5,7.0,1.0,0.1631,187089.0,
V8659,Vendor_816_Co,Textiles,12,1666,1070,521,382,699,6,4.21,1.0,60.0,0.2633,379291.0,1
V3510,Vendor_953_LLC,Automotive,26,113,55,30,46,47,5,4.75,9.0,14.0,,314033.0,high
V2085,Vendor_841_LLC,Automotive,23,1104,800,68,7,601,5,3.44,6.0,49.0,0.1975,185235.0,1
V7006,Vendor_148_LLC,Office Supplies,27,1281,467,274,406,405,18,3.83,5.0,55.0,0.1173,95987.0,low
V2096,Vendor_503_LLC,Automotive,24,3506,3475,22,2498,239,11,4.13,1.0,6.0,0.2049,8417.0,low
V4840,Vendor_575_Co,Food & Beverage,17,1460,1140,65,1044,1059,24,3.02,Good,47.0,0.006,82938.0,0
V2392,Vendor_211_LLC,Packaging,6,3436,2226,150,1472,2199,21,3.84,10.0,52.0,0.29,174852.0,
V6814,Vendor_609_Corp,Chemicals,30,3556,1630,838,375,826,7,3.63,9.0,26.0,0.0591,300309.0,0
V1957,Vendor_952_Co,Textiles,2,1694,1634,1542,636,1549,3,2.75,8.0,39.0,0.2837,454876.0,High Risk
V7650,Vendor_391_Corp,Electronics,20,3036,838,177,44,165,23,,4.0,28.0,0.2821,228241.0,1
V1584,Vendor_457_Corp,Electronics,7,3141,2754,2474,2408,519,9,4.08,2.0,47.0,0.1777,395220.0,Low Risk
V6665,Vendor_450_LLC,Electronics,11,277,166,116,132,111,9,4.73,4.0,59.0,0.2417,455548.0,High
V8587,Vendor_369_Ltd,Food & Beverage,25,3290,1508,216,743,143,25,,5.0,27.0,0.2958,226665.0,high
V4851,Vendor_808_LLC,Raw Materials,21,2399,1535,1434,256,947,17,4.49,9.0,14.0,0.0953,260788.0,Low
V2560,Vendor_926_Co,Automotive,28,2154,1694,555,1563,1642,22,4.98,1.0,68.0,0.2994,460983.0,Low
V2549,Vendor_472_Ltd,Machinery,5,20,9,8,3,2,29,4.14,8.0,32.0,0.2015,35805.0,0
V6334,Vendor_953_Inc,Automotive,2,2266,641,85,530,145,11,4.09,6.0,43.0,0.0006,462444.0,0 
V6881,Vendor_688_Inc,Chemicals,1,3161,1979,218,485,781,27,3.97,5.0,Slow,0.1698,360556.0,
V6542,Vendor_422_Ltd,Office Supplies,14,91,91,66,8,10,2,3.18,,20.0,,31308.0,
V5399,Vendor_340_Ltd,IT Hardware,20,4877,323,285,302,273,18,2.87,9.0,3.0,0.2859,67518.0,0
V9442,Vendor_394_LLC,IT Hardware,8,3590,1595,660,1105,599,1,4.27,5.0,56.0,0.0186,368820.0,
V4751,Vendor_172_LLC,Automotive,2,2895,1795,512,572,562,2,2.99,4.0,40.0,0.0805,275274.0,
V1013,Vendor_355_Ltd,Chemicals,2,3863,422,412,145,396,27,3.13,,37.0,0.1322,486196.0,0
V2030,Vendor_186_LLC,Textiles,12,612,265,29,205,91,2,3.83,6.0,60.0,0.0879,198518.0,0
V8624,Vendor_368_Inc,Food & Beverage,7,1745,1649,1175,1502,1083,27,3.29,2.0,33.0,0.1803,281101.0,high
V1511,Vendor_437_Ltd,Textiles,18,70,48,30,23,20,27,2.98,5.0,38.0,0.061,157534.0,high
V5861,Vendor_716_Corp,Raw Materials,8,2646,202,185,120,180,20,2.47,3.0,26.0,0.2619,216736.0,Low Risk
V8985,Vendor_145_Co,Raw Materials,10,3263,1344,1271,907,633,17,3.38,2.0,24.0,0.2092,320276.0,
V2952,Vendor_665_Inc,Textiles,23,4984,1387,25,1071,1044,22,3.34,5.0,40.0,0.1697,293361.0,
V6318,Vendor_326_Corp,IT Hardware,10,2616,397,113,115,9,24,4.14,8.0,54.0,0.1904,173360.0,High Risk
V1929,Vendor_706_Inc,Machinery,19,4898,2918,1298,2314,234,23,3.53,10.0,62.0,0.0026,248852.0,0
V3396,Vendor_828_Inc,Machinery,25,495,141,32,33,63,27,4.03,8.0,19.0,0.1732,141885.0,YES
V8756,Vendor_733_LLC,Office Supplies,16,4193,1593,326,566,1237,29,4.13,9.0,62.0,0.2412,82443.0,1
V5856,Vendor_651_Ltd,Packaging,27,3486,2850,1543,1454,1867,20,3.35,6.0,60.0,0.1471,253916.0,1
V4726,Vendor_804_Inc,Raw Materials,18,1098,568,166,274,555,4,2.96,,40.0,0.0776,304658.0,Low
V5868,Vendor_352_Co,Automotive,30,1903,1535,1393,1418,1197,17,2.78,5.0,20.0,0.138,301525.0,Low
V7897,Vendor_937_Ltd,Electronics,28,3465,3131,643,2920,174,8,4.68,4.0,28.0,0.2937,232001.0,YES
V2133,Vendor_882_Corp,Textiles,12,2090,469,238,216,295,27,2.85,8.0,57.0,0.1139,180506.0,High
V6237,Vendor_433_Corp,Machinery,30,1796,1776,213,63,103,27,4.23,5.0,3.0,0.2956,264010.0,0
V1873,Vendor_529_Inc,Raw Materials,15,4330,1550,998,539,70,23,3.51,1.0,51.0,,401372.0,0
V3094,Vendor_915_Co,Raw Materials,12,3852,874,81,337,854,20,4.77,5.0,25.0,0.298,336451.0,1
V9658,Vendor_843_LLC,Packaging,25,3971,3182,1447,956,2079,23,3.36,5.0,27.0,0.1377,54909.0,low
V9753,Vendor_810_Corp,Electronics,1,4930,4198,367,2313,1710,13,2.65,1.0,41.0,0.283,332515.0,NO
V9687,Vendor_689_Inc,Electronics,29,2669,2353,378,1090,1226,1,3.72,5.0,50.0,0.1019,399847.0,High Risk
V5008,Vendor_852_Inc,Office Supplies,15,3589,643,109,430,292,23,4.64,10.0,59.0,0.0748,92364.0,Low Risk
V1973,Vendor_178_Inc,Machinery,18,2131,260,156,129,98,16,4.54,4.0,52.0,0.2486,241775.0,high
V9104,Vendor_999_Inc,Textiles,11,1411,1081,664,178,899,13,4.47,9.0,67.0,0.2101,216009.0,
V1284,Vendor_105_Corp,Raw Materials,7,2287,679,517,312,8,25,4.82,8.0,34.0,0.0574,268690.0,High
V9882,Vendor_478_Inc,Textiles,2,1568,136,51,19,14,10,4.93,10.0,11.0,,182626.0,High
V5815,Vendor_768_Inc,IT Hardware,30,3106,892,797,317,709,2,2.98,4.0,60.0,0.1095,409184.0,YES
V5436,Vendor_737_Ltd,Food & Beverage,12,3963,1141,995,659,360,13,3.1,2.0,21.0,0.1545,408344.0,
V7734,Vendor_534_LLC,Machinery,9,3208,2583,647,231,427,25,2.18,5.0,18.0,0.0276,209854.0,NO
V4273,Vendor_338_Co,Textiles,23,1594,48,44,12,24,10,3.53,6.0,3.0,0.0164,492385.0,High
V4719,Vendor_269_Corp,Textiles,13,3088,2734,1791,1736,2674,11,3.77,7.0,2.0,0.113,348905.0,0
V2844,Vendor_921_Corp,Electronics,26,3118,1477,1291,103,291,2,2.51,9.0,55.0,0.0923,321238.0,
V2006,Vendor_432_Ltd,Chemicals,26,302,103,38,65,78,7,4.98,,57.0,0.0413,496607.0,1
V9280,Vendor_236_Ltd,Raw Materials,19,3765,3063,347,2378,391,19,2.19,3.0,31.0,0.0875,447123.0,Low
V7153,Vendor_505_Corp,Automotive,25,2315,1083,240,716,430,14,2.13,5.0,66.0,0.1792,134153.0,0
V8382,Vendor_579_LLC,Raw Materials,14,1529,89,32,88,60,25,3.83,4.0,11.0,0.0032,268659.0,Low
V5969,Vendor_118_Co,Raw Materials,19,3688,2641,1618,1787,1012,5,3.49,9.0,36.0,0.2127,481112.0,0
V5596,Vendor_216_Co,Automotive,29,3367,2088,346,1868,914,22,2.09,10.0,52.0,0.2337,,YES
V5186,Vendor_282_Co,Textiles,22,1020,23,0,3,23,14,,7.0,24.0,0.0959,169721.0,low
V8315,Vendor_239_Inc,Automotive,25,1490,85,15,79,4,15,4.8,4.0,28.0,0.0111,300831.0,1
V7897,Vendor_461_Inc,Chemicals,6,4209,3843,2350,3005,1357,2,4.09,10.0,39.0,TBD,296544.0,High
V3049,Vendor_857_Corp,Raw Materials,5,4173,3244,1977,883,2346,4,3.72,2.0,67.0,0.1399,391066.0,0
V6255,Vendor_313_LLC,Food & Beverage,13,4440,1899,1558,1299,1292,18,2.78,9.0,59.0,0.2292,212661.0,low
V5228,Vendor_465_Inc,Machinery,15,181,85,80,32,39,7,2.27,4.0,17.0,0.0421,434544.0,High Risk
V5413,Vendor_237_Corp,Food & Beverage,1,312,229,97,110,147,1,4.01,2.0,70.0,0.2364,450731.0,Low Risk
V6203,Vendor_456_LLC,Raw Materials,28,95,80,32,63,23,23,2.11,4.0,64.0,0.269,98985.0,0
V4803,Vendor_782_Inc,Automotive,10,4247,103,11,43,98,19,3.24,1.0,5.0,0.0613,441369.0,1
V9293,Vendor_840_Corp,Raw Materials,30,2656,924,40,903,416,25,3.84,9.0,64.0,0.2275,172673.0,high
V9530,Vendor_944_Co,Textiles,19,3770,1032,446,955,618,4,2.02,6.0,72.0,0.1942,320317.0,High
V7301,Vendor_963_Inc,Textiles,5,1430,972,142,192,568,10,4.99,3.0,18.0,0.0035,340942.0,0
V6223,Vendor_775_Inc,Raw Materials,12,2251,351,266,322,90,3,3.05,7.0,67.0,0.0205,372788.0,1
V5292,Vendor_548_Corp,Packaging,9,1398,371,351,25,296,29,2.78,7.0,46.0,,372564.0,NO
V7240,Vendor_421_LLC,Chemicals,4,3118,2887,677,2444,1544,24,2.95,4.0,10.0,0.1997,27316.0,0
V9927,Vendor_560_Co,Office Supplies,9,3104,2616,442,1121,2567,30,4.04,6.0,51.0,0.1767,496591.0,High
V8760,Vendor_807_LLC,Packaging,8,4952,1427,2,588,744,5,2.68,7.0,12.0,0.1522,19223.0,low
V7968,Vendor_811_LLC,Automotive,7,1347,819,467,85,260,3,3.89,5.0,25.0,0.2143,296510.0,YES
V1806,Vendor_514_Co,Office Supplies,28,3928,2867,250,1649,2033,26,2.05,1.0,49.0,0.1622,45225.0,YES
V8146,Vendor_145_Ltd,Automotive,4,737,21,5,20,15,22,4.62,6.0,15.0,0.1175,272449.0,High
V2600,Vendor_408_Inc,Office Supplies,29,2224,239,6,140,185,21,4.66,,51.0,0.0034,281901.0,Low Risk
V7139,Vendor_624_Co,Machinery,20,515,142,83,117,103,16,2.46,2.0,4.0,0.1608,221702.0,high
V4340,Vendor_322_LLC,Raw Materials,25,889,217,139,74,188,8,4.64,4.0,5.0,0.2652,339961.0,0
V8881,Vendor_930_Corp,Raw Materials,27,3657,872,464,218,241,29,4.62,2.0,38.0,0.1697,217914.0,0
V7290,Vendor_926_Ltd,Automotive,6,2758,1714,110,1691,579,21,2.13,4.0,56.0,0.1861,205881.0,NO
V5084,Vendor_201_Ltd,Raw Materials,11,4882,944,410,835,746,28,4.87,2.0,9.0,0.0774,380227.0,High
V6167,Vendor_604_Co,Chemicals,16,64,5,3,2,4,6,4.95,9.0,36.0,0.1194,394304.0,Low Risk
V9205,Vendor_386_Co,Automotive,30,1310,455,436,184,291,16,3.2,10.0,11.0,0.1613,-1000.0,high
V9985,Vendor_430_Inc,Raw Materials,30,2445,352,237,86,279,18,4.85,6.0,42.0,0.0691,432469.0,High
V3469,Vendor_135_Co,Chemicals,17,4119,1648,783,495,422,24,2.28,9.0,46.0,0.0572,464440.0,Low Risk
V8744,Vendor_501_Inc,Food & Beverage,12,871,110,6,61,73,10,4.02,6.0,54.0,0.1024,79568.0,High Risk
V2783,Vendor_445_Ltd,Chemicals,26,2267,732,137,83,342,9,4.91,6.0,3.0,0.205,326171.0,High Risk
V6605,Vendor_939_LLC,Textiles,4,2488,785,545,449,666,4,4.6,10.0,10.0,0.0002,,High Risk
V1831,Vendor_260_Corp,Raw Materials,2,113,67,62,66,47,20,TBD,10.0,31.0,0.1835,70584.0,
V9468,Vendor_304_Ltd,Machinery,7,3133,1186,723,412,498,4,2.14,8.0,39.0,,14175.0,1
V3140,Vendor_261_Ltd,Food & Beverage,4,1044,94,5,55,60,12,4.9,10.0,12.0,0.1915,380774.0,NO
V1462,Vendor_906_Co,Textiles,13,268,98,89,37,35,28,2.19,8.0,9.0,0.2317,67467.0,NO
V2444,Vendor_375_LLC,Packaging,28,1411,677,154,96,368,28,2.29,3.0,26.0,0.2006,484911.0,High Risk
V5492,Vendor_922_Ltd,Machinery,8,3798,2679,113,988,1184,6,4.14,7.0,46.0,0.1946,399834.0,YES
V6756,Vendor_185_Co,Machinery,9,1591,54,36,34,3,30,2.6,10.0,27.0,0.1222,169680.0,high
V1109,Vendor_687_Ltd,Office Supplies,29,1964,1549,804,76,350,18,3.27,7.0,7.0,0.2798,433037.0,High
V6415,Vendor_494_LLC,Machinery,19,2696,1831,190,741,741,22,2.85,7.0,40.0,0.2681,445316.0,NO
V9415,Vendor_940_LLC,Electronics,19,1475,1103,1098,793,666,17,-1.0,7.0,54.0,0.1963,463947.0,NO
V8984,Vendor_611_Co,Machinery ,21,4641,3209,410,2931,251,15,3.37,3.0,21.0,0.0424,226066.0,High
V9669,Vendor_862_LLC,Office Supplies,29,3838,2310,1418,1188,678,13,3.48,1.0,13.0,0.2248,44747.0,high
